Brand,Model,Year,Body Type,Cylinders,Fuel Economy Highway,Fuel Economy City,Fuel Economy Average,Seats,Transmission,Make,Style,Horsepower,Fuel Type,Color,Miles Driven,Condition,Title Status,Damages,Number of Owners,Title Available,Payment Status,Sale Price
Honda,Accord,1996,Coupe,8,22.2,19,20.6,2,CVT,Honda,Honda Accord Coupe,219,Electric,Silver,241645,Used,Rebuilt,Flood Damage,3,Available,Paid,34282.84
Nissan,Altima,2019,Coupe,8,31.8,29.2,30.5,4,CVT,Nissan,Nissan Altima Coupe,262,Electric,Silver,234011,Used,Clean,None,2,Available,Paid,14764.44
Toyota,Tacoma,2003,Coupe,3,28.2,19.6,23.9,6,CVT,Toyota,Toyota Tacoma Coupe,128,Electric,Silver,217543,Used,Salvage,Flood Damage,2,Not Available,Paid,43557.06
Kia,Sportage,1997,Truck,6,23,14,18.5,3,CVT,Kia,Kia Sportage Truck,557,Electric,Silver,53103,Used,Salvage,Minor Scratches,4,Available,Unpaid,45823.73
Nissan,Frontier,2009,Sedan,3,21.7,19.3,20.5,4,Manual,Nissan,Nissan Frontier Sedan,459,Electric,Silver,123045,Used,Clean,None,1,Not Available,Unpaid,41442.85
Nissan,Rogue,2022,Coupe,8,25.9,21.8,23.9,4,Manual,Nissan,Nissan Rogue Coupe,130,Electric,Silver,159519,Used,Salvage,Minor Scratches,3,Available,Unpaid,11321.13
Ford,Fusion,2021,Truck,12,30.1,25.1,27.6,5,Manual,Ford,Ford Fusion Truck,224,Electric,Silver,82337,Used,Clean,None,1,Available,Unpaid,38545.41
BMW,3 Series,2010,Hatchback,3,34.1,27.6,30.9,2,CVT,BMW,BMW 3 Series Hatchback,228,Electric,Silver,226526,Used,Salvage,Flood Damage,2,Not Available,Paid,43867.76
Honda,CR-V,2002,Hatchback,12,26.5,21.3,23.9,6,CVT,Honda,Honda CR-V Hatchback,480,Electric,Silver,58738,Used,Clean,None,1,Available,Paid,49768.79
Subaru,Crosstrek,2014,Wagon,6,24.2,14.6,19.4,7,Manual,Subaru,Subaru Crosstrek Wagon,279,Electric,Silver,58223,Used,Salvage,Flood Damage,4,Available,Paid,50027.31
Toyota,Tacoma,2002,Sedan,12,27,20.3,23.6,4,Automatic,Toyota,Toyota Tacoma Sedan,180,Electric,Silver,138323,Used,Salvage,Frame Damage,4,Not Available,Paid,41591.39
Ford,Mustang,2005,Convertible,6,16.7,10.5,13.6,6,Manual,Ford,Ford Mustang Convertible,254,Electric,Silver,117251,New,Clean,None,1,Not Available,Unpaid,51301.94
BMW,M4,2004,Convertible,8,33.7,23.9,28.8,6,CVT,BMW,BMW M4 Convertible,307,Electric,Silver,114473,Used,Rebuilt,Severe Collision,2,Not Available,Paid,8089.01
Nissan,Sentra,1998,Wagon,4,25,17.4,21.2,7,Automatic,Nissan,Nissan Sentra Wagon,233,Electric,Silver,60847,New,Salvage,Minor Scratches,5,Available,Paid,35237.28
Hyundai,Tucson,1997,Sedan,12,17.2,10.5,13.8,5,Manual,Hyundai,Hyundai Tucson Sedan,268,Electric,Silver,76888,Used,Rebuilt,Flood Damage,3,Not Available,Unpaid,70538.98
Toyota,RAV4,1999,Hatchback,6,14.7,11.6,13.1,6,CVT,Toyota,Toyota RAV4 Hatchback,502,Electric,Silver,13903,New,Salvage,Flood Damage,1,Available,Unpaid,77805.63
Subaru,Outback,1999,Sedan,3,32.6,29.7,31.1,7,Automatic,Subaru,Subaru Outback Sedan,460,Electric,Silver,160086,New,Rebuilt,Minor Scratches,4,Available,Unpaid,14963.58
Nissan,Rogue,2020,SUV,10,20.8,12.9,16.9,4,CVT,Nissan,Nissan Rogue SUV,488,Electric,Silver,154397,Used,Rebuilt,Flood Damage,2,Not Available,Paid,9223.86
Nissan,Rogue,2008,SUV,8,23.4,17,20.2,5,Automatic,Nissan,Nissan Rogue SUV,114,Electric,Silver,44551,New,Clean,None,2,Not Available,Unpaid,65987.36
BMW,X3,2002,Coupe,8,20.6,17.9,19.2,3,Dual-Clutch,BMW,BMW X3 Coupe,315,Electric,Silver,222067,New,Rebuilt,Frame Damage,3,Available,Unpaid,43002.3
Kia,Telluride,2016,SUV,8,16.6,10.4,13.5,6,CVT,Kia,Kia Telluride SUV,567,Electric,Silver,134592,Used,Rebuilt,Minor Scratches,1,Not Available,Paid,17822.93
Ford,Fusion,2021,SUV,8,30.7,25.6,28.1,7,Dual-Clutch,Ford,Ford Fusion SUV,234,Electric,Silver,233664,Used,Salvage,Flood Damage,1,Available,Unpaid,77338.83
Ford,Explorer,2002,Sedan,8,23.4,13.4,18.4,6,Manual,Ford,Ford Explorer Sedan,248,Electric,Silver,97909,Used,Salvage,Flood Damage,5,Available,Paid,16838
Mercedes,GLC,1999,SUV,10,23.2,13.4,18.3,4,Manual,Mercedes,Mercedes GLC SUV,257,Electric,Silver,45598,Used,Clean,None,2,Available,Paid,58779.96
Nissan,Frontier,2022,Sedan,10,26.6,21.2,23.9,6,Automatic,Nissan,Nissan Frontier Sedan,189,Electric,Silver,53889,New,Rebuilt,Frame Damage,2,Available,Paid,79114.26
Kia,Sorento,1997,Coupe,8,33.7,27.5,30.6,4,Automatic,Kia,Kia Sorento Coupe,516,Electric,Silver,157521,Used,Salvage,Minor Scratches,4,Not Available,Paid,48924.3
Toyota,Tacoma,2023,Coupe,8,16.1,11,13.6,7,CVT,Toyota,Toyota Tacoma Coupe,396,Electric,Silver,6640,New,Salvage,Severe Collision,1,Available,Paid,33059.73
Chevrolet,Tahoe,2013,SUV,12,19.6,16.7,18.1,5,Automatic,Chevrolet,Chevrolet Tahoe SUV,358,Electric,Silver,220648,New,Salvage,Minor Scratches,4,Not Available,Unpaid,48596.8
Ford,Explorer,2008,Wagon,6,17.8,13.7,15.8,6,CVT,Ford,Ford Explorer Wagon,260,Electric,Silver,156545,Used,Clean,None,5,Not Available,Unpaid,71778.22
BMW,5 Series,2001,Wagon,3,26.5,19.4,22.9,5,Automatic,BMW,BMW 5 Series Wagon,520,Electric,Silver,18132,Used,Clean,None,2,Available,Unpaid,39722.3
Subaru,Legacy,2001,Sedan,10,29.2,25.7,27.4,6,Automatic,Subaru,Subaru Legacy Sedan,397,Electric,Silver,73805,New,Salvage,Severe Collision,3,Available,Paid,74259.26
Mercedes,S-Class,2002,Sedan,10,21.1,13.6,17.4,7,Manual,Mercedes,Mercedes S-Class Sedan,380,Electric,Silver,159863,Used,Clean,None,1,Not Available,Unpaid,59977.04
Nissan,Rogue,1999,Hatchback,3,27.5,24,25.8,5,Automatic,Nissan,Nissan Rogue Hatchback,122,Electric,Silver,7741,Used,Rebuilt,Frame Damage,3,Not Available,Unpaid,70212.5
Hyundai,Kona,2001,Truck,12,15.6,12.7,14.1,6,CVT,Hyundai,Hyundai Kona Truck,576,Electric,Silver,16319,New,Salvage,Flood Damage,5,Not Available,Paid,6836.31
Honda,Accord,2022,SUV,6,17.3,11.9,14.6,4,Automatic,Honda,Honda Accord SUV,373,Electric,Silver,167890,Used,Clean,None,4,Available,Paid,55009.25
Nissan,Frontier,2015,Convertible,10,20.3,15.5,17.9,5,CVT,Nissan,Nissan Frontier Convertible,200,Electric,Silver,188153,Used,Clean,None,4,Available,Unpaid,67030.92
Subaru,Crosstrek,2006,Sedan,3,22.8,17.6,20.2,6,Automatic,Subaru,Subaru Crosstrek Sedan,339,Electric,Silver,141669,Used,Rebuilt,Frame Damage,1,Available,Paid,7724.99
Ford,Explorer,2021,Coupe,4,26.9,17.9,22.4,7,Automatic,Ford,Ford Explorer Coupe,454,Electric,Silver,152065,New,Clean,None,1,Not Available,Paid,38763
Hyundai,Santa Fe,2017,Sedan,8,22,14.7,18.4,2,CVT,Hyundai,Hyundai Santa Fe Sedan,240,Electric,Silver,58215,Used,Rebuilt,Severe Collision,5,Not Available,Unpaid,18654.23
BMW,3 Series,2001,Sedan,4,18.8,12.4,15.6,5,Manual,BMW,BMW 3 Series Sedan,352,Electric,Silver,105709,Used,Rebuilt,Flood Damage,5,Not Available,Paid,12073.55
BMW,5 Series,2005,Coupe,8,30.9,24.7,27.8,5,CVT,BMW,BMW 5 Series Coupe,469,Electric,Silver,109217,New,Rebuilt,Minor Scratches,5,Not Available,Paid,47308.75
Ford,F-150,2023,SUV,6,25.5,17.3,21.4,3,Automatic,Ford,Ford F-150 SUV,523,Electric,Silver,11074,New,Salvage,Frame Damage,4,Available,Paid,72381.46
Subaru,Impreza,2012,Wagon,6,32.4,29.8,31.1,6,Automatic,Subaru,Subaru Impreza Wagon,482,Electric,Silver,124930,New,Clean,None,5,Available,Unpaid,29099.77
Honda,Pilot,1995,Coupe,12,29.6,23.2,26.4,5,Automatic,Honda,Honda Pilot Coupe,517,Electric,Silver,202483,New,Rebuilt,Flood Damage,1,Available,Paid,47185.32
Hyundai,Tucson,2000,Truck,8,25.8,20.3,23.1,6,Manual,Hyundai,Hyundai Tucson Truck,289,Electric,Silver,73525,Used,Clean,None,5,Not Available,Paid,41216.25
Toyota,RAV4,2010,Wagon,6,17.9,10.3,14.1,5,Dual-Clutch,Toyota,Toyota RAV4 Wagon,350,Electric,Silver,965,New,Clean,None,2,Not Available,Unpaid,62176.97
Mercedes,E-Class,2009,Convertible,10,27.5,25.1,26.3,5,Manual,Mercedes,Mercedes E-Class Convertible,508,Electric,Silver,83918,Used,Clean,None,5,Not Available,Unpaid,41173.74
Ford,Mustang,2010,Wagon,3,30.7,26,28.4,3,CVT,Ford,Ford Mustang Wagon,384,Electric,Silver,208840,Used,Salvage,Minor Scratches,4,Not Available,Unpaid,13230.04
Honda,CR-V,2012,Wagon,10,25,15.5,20.2,2,Automatic,Honda,Honda CR-V Wagon,279,Electric,Silver,115897,New,Rebuilt,Flood Damage,1,Not Available,Unpaid,60827.29
Toyota,Camry,2002,Sedan,10,33.9,25.2,29.5,6,CVT,Toyota,Toyota Camry Sedan,347,Electric,Silver,200112,New,Rebuilt,Frame Damage,4,Available,Paid,20460.13
BMW,X5,1996,Coupe,6,27.1,19.2,23.1,6,CVT,BMW,BMW X5 Coupe,482,Electric,Silver,166885,New,Rebuilt,Flood Damage,5,Available,Paid,19207.92
Hyundai,Elantra,1999,Sedan,3,32.9,27.1,30,5,Dual-Clutch,Hyundai,Hyundai Elantra Sedan,190,Electric,Silver,148350,New,Salvage,Severe Collision,3,Available,Unpaid,55151.68
Mercedes,GLC,2023,SUV,8,23.8,14.9,19.4,6,Dual-Clutch,Mercedes,Mercedes GLC SUV,289,Electric,Silver,127083,New,Rebuilt,Flood Damage,5,Not Available,Unpaid,60948.76
Mercedes,E-Class,2002,Truck,12,19.4,10.6,15,5,Automatic,Mercedes,Mercedes E-Class Truck,159,Electric,Silver,35571,New,Rebuilt,Frame Damage,3,Available,Paid,22566.15
Subaru,Legacy,2007,Hatchback,6,29.2,21.8,25.5,6,Manual,Subaru,Subaru Legacy Hatchback,597,Electric,Silver,160445,New,Clean,None,5,Available,Paid,51002.57
Toyota,RAV4,2001,Wagon,6,26.1,21,23.6,6,CVT,Toyota,Toyota RAV4 Wagon,152,Electric,Silver,194758,New,Rebuilt,Frame Damage,5,Available,Unpaid,59385.55
BMW,X3,1998,Sedan,6,32.4,29.1,30.8,4,Manual,BMW,BMW X3 Sedan,184,Electric,Silver,110483,New,Salvage,Severe Collision,3,Available,Paid,49720.65
Chevrolet,Silverado,2004,Convertible,6,19.4,13.8,16.6,4,Automatic,Chevrolet,Chevrolet Silverado Convertible,236,Electric,Silver,107379,Used,Rebuilt,Frame Damage,4,Not Available,Paid,38546.84
Ford,Fusion,2013,SUV,4,24.7,17,20.9,3,Automatic,Ford,Ford Fusion SUV,358,Electric,Silver,241340,New,Rebuilt,Frame Damage,2,Not Available,Paid,29390.19
Kia,Optima,2008,Truck,10,32.4,27.2,29.8,4,Automatic,Kia,Kia Optima Truck,559,Electric,Silver,202550,New,Salvage,Minor Scratches,4,Available,Paid,73456.74
Chevrolet,Impala,2006,Coupe,12,26.2,20.6,23.4,5,CVT,Chevrolet,Chevrolet Impala Coupe,278,Electric,Silver,217462,New,Clean,None,5,Available,Unpaid,38796.69
Honda,Civic,2012,SUV,10,16.3,13.5,14.9,7,Dual-Clutch,Honda,Honda Civic SUV,562,Electric,Silver,245888,New,Rebuilt,Frame Damage,5,Available,Unpaid,46163.63
Honda,Accord,2004,Hatchback,10,29.1,20.6,24.9,5,CVT,Honda,Honda Accord Hatchback,243,Electric,Silver,76301,Used,Salvage,Minor Scratches,3,Available,Unpaid,11760.11
Honda,Fit,2003,Truck,4,17.9,10.4,14.1,6,Automatic,Honda,Honda Fit Truck,526,Electric,Silver,128847,New,Clean,None,2,Available,Unpaid,41174.46
Ford,Explorer,2007,Convertible,8,35.4,26.7,31,6,Dual-Clutch,Ford,Ford Explorer Convertible,522,Diesel,Silver,65959,Used,Salvage,Flood Damage,2,Available,Paid,24772.64
Honda,CR-V,2021,Hatchback,12,22.9,15.1,19,3,CVT,Honda,Honda CR-V Hatchback,597,Diesel,Silver,194566,New,Salvage,Flood Damage,3,Not Available,Paid,33186.16
Mercedes,E-Class,1998,Sedan,4,27.2,22.9,25,5,Manual,Mercedes,Mercedes E-Class Sedan,119,Diesel,Silver,810,New,Rebuilt,Minor Scratches,2,Available,Unpaid,6695.89
Kia,Sportage,1996,Hatchback,4,21.7,12.7,17.2,6,Dual-Clutch,Kia,Kia Sportage Hatchback,493,Diesel,Silver,147196,Used,Rebuilt,Flood Damage,4,Not Available,Unpaid,59912.27
Ford,Escape,2003,Hatchback,3,29.9,22.7,26.3,4,Dual-Clutch,Ford,Ford Escape Hatchback,479,Diesel,Silver,42450,New,Salvage,Severe Collision,4,Available,Unpaid,25025.63
Mercedes,GLE,2012,Sedan,10,13.6,10.8,12.2,4,Manual,Mercedes,Mercedes GLE Sedan,142,Diesel,Silver,114342,Used,Salvage,Frame Damage,3,Available,Unpaid,70477.31
BMW,M4,2002,Coupe,10,22.1,15.8,19,3,CVT,BMW,BMW M4 Coupe,260,Diesel,Silver,106549,New,Clean,None,2,Not Available,Unpaid,42973.01
Honda,Fit,2009,Truck,6,30.2,24.7,27.4,5,Automatic,Honda,Honda Fit Truck,154,Diesel,Silver,159666,New,Salvage,Frame Damage,5,Available,Unpaid,20147.48
Hyundai,Sonata,2023,SUV,6,18.4,13.6,16,4,Automatic,Hyundai,Hyundai Sonata SUV,437,Diesel,Silver,20529,Used,Clean,None,4,Available,Unpaid,9359.16
Ford,Explorer,2007,Truck,3,29.3,21,25.1,5,CVT,Ford,Ford Explorer Truck,275,Diesel,Silver,147008,New,Clean,None,4,Not Available,Paid,13577.79
BMW,5 Series,1999,Sedan,10,19.5,14.1,16.8,7,Automatic,BMW,BMW 5 Series Sedan,311,Diesel,Silver,150911,New,Salvage,Frame Damage,5,Available,Unpaid,69199.96
Toyota,Tacoma,2021,SUV,12,25.7,16.7,21.2,5,CVT,Toyota,Toyota Tacoma SUV,229,Diesel,Silver,164436,Used,Clean,None,5,Available,Paid,50456.84
Hyundai,Kona,2006,Truck,4,20.6,12.1,16.4,7,Dual-Clutch,Hyundai,Hyundai Kona Truck,329,Diesel,Silver,176256,Used,Salvage,Minor Scratches,5,Available,Unpaid,35220.61
Honda,Accord,2006,SUV,3,22.1,16.7,19.4,6,CVT,Honda,Honda Accord SUV,321,Diesel,Silver,121524,Used,Rebuilt,Flood Damage,2,Available,Paid,13742.49
BMW,M4,1996,Convertible,4,27.4,18.2,22.8,4,Manual,BMW,BMW M4 Convertible,311,Diesel,Silver,84204,Used,Salvage,Minor Scratches,2,Not Available,Unpaid,50811.07
Honda,CR-V,2017,Truck,12,19.2,16.6,17.9,7,CVT,Honda,Honda CR-V Truck,391,Diesel,Silver,108757,New,Rebuilt,Minor Scratches,4,Not Available,Paid,57398.55
Hyundai,Sonata,2009,SUV,4,23.3,20.1,21.7,6,Automatic,Hyundai,Hyundai Sonata SUV,153,Diesel,Silver,36393,Used,Rebuilt,Flood Damage,5,Not Available,Paid,24960.35
Ford,F-150,2007,Coupe,3,34.1,24.6,29.4,4,Automatic,Ford,Ford F-150 Coupe,480,Diesel,Silver,170623,Used,Clean,None,5,Available,Paid,17144.74
Subaru,Outback,2016,Convertible,10,20.4,11,15.7,6,Dual-Clutch,Subaru,Subaru Outback Convertible,520,Diesel,Silver,17753,New,Salvage,Severe Collision,4,Available,Paid,44148.12
Toyota,Tacoma,2016,Hatchback,8,22.7,15.2,18.9,4,Dual-Clutch,Toyota,Toyota Tacoma Hatchback,391,Diesel,Silver,19356,New,Rebuilt,Frame Damage,4,Not Available,Paid,78304.13
Ford,Explorer,2010,Convertible,12,23.4,19.9,21.6,2,CVT,Ford,Ford Explorer Convertible,517,Diesel,Silver,90827,Used,Rebuilt,Minor Scratches,1,Available,Paid,8998.96
Kia,Sorento,2020,Sedan,4,19.7,10.4,15.1,2,Automatic,Kia,Kia Sorento Sedan,161,Diesel,Silver,240649,Used,Rebuilt,Flood Damage,2,Not Available,Paid,9148.13
Ford,Mustang,2011,SUV,8,25.3,16.3,20.8,5,Automatic,Ford,Ford Mustang SUV,242,Diesel,Silver,13689,Used,Salvage,Severe Collision,5,Not Available,Paid,33470.09
Subaru,Outback,2021,Coupe,4,27,23.5,25.2,5,Dual-Clutch,Subaru,Subaru Outback Coupe,464,Diesel,Silver,42903,Used,Salvage,Minor Scratches,3,Available,Paid,35786.69
Honda,Accord,1997,Convertible,6,18.3,12.5,15.4,5,Dual-Clutch,Honda,Honda Accord Convertible,589,Diesel,Silver,218456,Used,Salvage,Frame Damage,3,Not Available,Paid,17614.28
Nissan,Rogue,2009,Convertible,10,29.5,19.8,24.6,7,Manual,Nissan,Nissan Rogue Convertible,434,Diesel,Silver,231624,New,Salvage,Flood Damage,1,Not Available,Paid,9696.4
BMW,X5,2020,Coupe,10,31.4,25.8,28.6,2,Dual-Clutch,BMW,BMW X5 Coupe,415,Diesel,Silver,8987,New,Clean,None,3,Not Available,Unpaid,20824.23
Chevrolet,Tahoe,2023,Sedan,4,25.1,15.7,20.4,6,Automatic,Chevrolet,Chevrolet Tahoe Sedan,435,Diesel,Silver,178194,Used,Rebuilt,Flood Damage,4,Available,Unpaid,54633.79
Subaru,Legacy,2016,Sedan,10,24.9,18.1,21.5,7,Dual-Clutch,Subaru,Subaru Legacy Sedan,261,Diesel,Silver,87945,Used,Clean,None,1,Available,Paid,66174.02
Chevrolet,Impala,2009,Coupe,8,19.4,15,17.2,6,Dual-Clutch,Chevrolet,Chevrolet Impala Coupe,596,Diesel,Silver,223900,New,Clean,None,1,Available,Unpaid,25971.48
Ford,Fusion,2004,Convertible,6,20.9,11.4,16.1,3,Automatic,Ford,Ford Fusion Convertible,362,Diesel,Silver,168672,Used,Rebuilt,Frame Damage,1,Available,Paid,39500.43
Nissan,Altima,2003,Wagon,8,32.7,28.1,30.4,3,Manual,Nissan,Nissan Altima Wagon,486,Diesel,Silver,11091,New,Rebuilt,Flood Damage,1,Available,Unpaid,47230.68
Kia,Soul,2003,Wagon,3,14.5,10.3,12.4,4,Manual,Kia,Kia Soul Wagon,499,Diesel,Silver,183687,New,Clean,None,4,Available,Paid,31740.95
BMW,M4,2005,Coupe,6,28.3,21.9,25.1,3,Automatic,BMW,BMW M4 Coupe,297,Diesel,Silver,101766,New,Salvage,Minor Scratches,2,Available,Unpaid,12809.71
Nissan,Pathfinder,2006,Convertible,8,31,28.8,29.9,6,Manual,Nissan,Nissan Pathfinder Convertible,102,Diesel,Silver,102275,Used,Rebuilt,Flood Damage,3,Not Available,Unpaid,30089.93
Honda,Civic,1995,Hatchback,8,29.5,24.9,27.2,7,Manual,Honda,Honda Civic Hatchback,500,Diesel,Silver,193783,New,Salvage,Flood Damage,1,Available,Paid,16188.96
Ford,Explorer,2010,Wagon,6,20.5,11.2,15.8,6,CVT,Ford,Ford Explorer Wagon,474,Diesel,Silver,1580,New,Clean,None,3,Not Available,Unpaid,25938.96
Toyota,Tacoma,2021,Sedan,12,29,24.6,26.8,7,Manual,Toyota,Toyota Tacoma Sedan,437,Diesel,Silver,243765,Used,Clean,None,1,Available,Unpaid,58409.48
Chevrolet,Silverado,2006,Hatchback,3,19.3,11.7,15.5,2,Automatic,Chevrolet,Chevrolet Silverado Hatchback,293,Diesel,Silver,193785,Used,Clean,None,2,Available,Paid,59751.66
Kia,Sportage,2016,Hatchback,12,17.9,14.1,16,3,Dual-Clutch,Kia,Kia Sportage Hatchback,174,Diesel,Silver,131653,Used,Rebuilt,Minor Scratches,4,Available,Unpaid,61013.01
Honda,Civic,2018,Coupe,8,30.1,22.6,26.4,6,Manual,Honda,Honda Civic Coupe,310,Diesel,Silver,7504,Used,Clean,None,2,Available,Unpaid,56742.94
Subaru,Legacy,2002,Coupe,12,22,12.4,17.2,3,Manual,Subaru,Subaru Legacy Coupe,505,Diesel,Silver,89622,New,Rebuilt,Flood Damage,1,Not Available,Paid,20845.7
Ford,Fusion,2015,SUV,4,35.8,28,31.9,4,Automatic,Ford,Ford Fusion SUV,265,Diesel,Silver,142496,Used,Salvage,Minor Scratches,3,Available,Unpaid,26856.68
Ford,F-150,2003,Coupe,6,14.3,10.6,12.4,5,Dual-Clutch,Ford,Ford F-150 Coupe,227,Diesel,Silver,187395,Used,Salvage,Severe Collision,5,Available,Paid,62054.17
Toyota,Camry,2008,SUV,12,30.9,28.6,29.8,3,Manual,Toyota,Toyota Camry SUV,446,Diesel,Silver,106088,New,Rebuilt,Severe Collision,2,Available,Paid,15130.69
Ford,Mustang,1996,Convertible,4,28,25.7,26.9,3,Automatic,Ford,Ford Mustang Convertible,177,Diesel,Silver,27885,New,Clean,None,5,Not Available,Unpaid,76452.05
Chevrolet,Tahoe,2001,Convertible,4,28.6,22.9,25.8,2,CVT,Chevrolet,Chevrolet Tahoe Convertible,167,Diesel,Silver,213173,New,Rebuilt,Severe Collision,5,Not Available,Unpaid,6500.74
Nissan,Pathfinder,2016,Truck,8,27.6,22.8,25.2,4,Automatic,Nissan,Nissan Pathfinder Truck,466,Diesel,Silver,229466,New,Clean,None,2,Available,Paid,37798
Nissan,Rogue,2014,SUV,3,13.8,10.5,12.2,4,Manual,Nissan,Nissan Rogue SUV,209,Diesel,Silver,58273,New,Rebuilt,Frame Damage,2,Available,Unpaid,65177.28
Toyota,RAV4,2015,Wagon,10,33.1,25.8,29.5,3,CVT,Toyota,Toyota RAV4 Wagon,554,Diesel,Silver,31068,Used,Salvage,Flood Damage,3,Not Available,Unpaid,77165.7
Honda,Civic,2021,Coupe,4,26.8,20.9,23.9,4,Dual-Clutch,Honda,Honda Civic Coupe,268,Diesel,Silver,178024,New,Clean,None,3,Not Available,Unpaid,75677.99
Honda,Fit,2010,Wagon,8,35.4,27.3,31.4,7,Automatic,Honda,Honda Fit Wagon,275,Diesel,Silver,224416,New,Clean,None,3,Available,Unpaid,15329.08
Mercedes,GLE,2013,Wagon,6,34.6,26.8,30.7,7,Dual-Clutch,Mercedes,Mercedes GLE Wagon,293,Diesel,Silver,189189,New,Rebuilt,Frame Damage,3,Not Available,Unpaid,28256.04
Nissan,Sentra,2004,Coupe,10,14.9,11.8,13.4,6,CVT,Nissan,Nissan Sentra Coupe,535,Diesel,Silver,172444,Used,Clean,None,4,Available,Unpaid,47425.5
Toyota,Highlander,2005,Wagon,4,14.3,11.8,13.1,2,Dual-Clutch,Toyota,Toyota Highlander Wagon,382,Diesel,Silver,204177,New,Rebuilt,Severe Collision,4,Available,Paid,65107.95
Nissan,Altima,2006,SUV,12,21.1,11.6,16.4,4,Manual,Nissan,Nissan Altima SUV,584,Diesel,Silver,2533,Used,Clean,None,5,Available,Unpaid,63248.17
Hyundai,Tucson,2004,Hatchback,8,36.6,29.9,33.2,7,Dual-Clutch,Hyundai,Hyundai Tucson Hatchback,383,Diesel,Silver,29508,New,Clean,None,1,Available,Paid,14311.6
Mercedes,GLE,2023,Convertible,6,38.2,30,34.1,6,Manual,Mercedes,Mercedes GLE Convertible,196,Diesel,Silver,201460,Used,Salvage,Frame Damage,4,Available,Paid,21795.58
Subaru,Crosstrek,2016,Hatchback,6,27.7,21.9,24.8,6,Dual-Clutch,Subaru,Subaru Crosstrek Hatchback,218,Diesel,Silver,100275,Used,Clean,None,2,Available,Paid,65806.06
Kia,Optima,2000,Convertible,8,29.9,27.7,28.8,6,Automatic,Kia,Kia Optima Convertible,198,Diesel,Silver,235178,New,Clean,None,4,Available,Unpaid,37350.75
Chevrolet,Malibu,2000,Coupe,4,25,19,22,3,CVT,Chevrolet,Chevrolet Malibu Coupe,256,Diesel,Silver,158203,Used,Rebuilt,Frame Damage,5,Not Available,Unpaid,24093.04
Honda,Civic,2010,Sedan,3,28.2,19.8,24,6,CVT,Honda,Honda Civic Sedan,153,Diesel,Silver,12196,Used,Salvage,Minor Scratches,1,Not Available,Unpaid,56861.13
Toyota,RAV4,2002,Convertible,8,20.8,12.8,16.8,2,Manual,Toyota,Toyota RAV4 Convertible,118,Diesel,Silver,65695,New,Salvage,Frame Damage,5,Available,Unpaid,78434.4
Toyota,Tacoma,2013,Sedan,8,32.7,29.1,30.9,3,CVT,Toyota,Toyota Tacoma Sedan,448,Diesel,Silver,217117,Used,Clean,None,1,Available,Paid,42563.2
Honda,Civic,2013,Convertible,3,25.6,18.7,22.1,7,Dual-Clutch,Honda,Honda Civic Convertible,372,Diesel,Silver,127851,Used,Rebuilt,Minor Scratches,3,Not Available,Paid,31184.13
Hyundai,Santa Fe,2018,SUV,4,33.6,25.8,29.7,6,Manual,Hyundai,Hyundai Santa Fe SUV,106,Diesel,Silver,172037,New,Rebuilt,Severe Collision,2,Not Available,Paid,63952.1
Hyundai,Kona,1995,SUV,10,23.8,19.4,21.6,6,Automatic,Hyundai,Hyundai Kona SUV,592,Diesel,Silver,170854,Used,Clean,None,1,Not Available,Paid,28205.79
BMW,3 Series,2005,Truck,12,15.8,12.2,14,2,Manual,BMW,BMW 3 Series Truck,104,Diesel,Silver,2971,New,Salvage,Severe Collision,1,Not Available,Unpaid,77540.54
Mercedes,C-Class,1995,Hatchback,10,19.2,14.5,16.9,2,Automatic,Mercedes,Mercedes C-Class Hatchback,264,Diesel,Silver,197889,Used,Salvage,Flood Damage,4,Available,Unpaid,33978.72
Subaru,Forester,2002,Truck,6,15.5,13.4,14.4,2,Manual,Subaru,Subaru Forester Truck,303,Diesel,Silver,53412,Used,Salvage,Severe Collision,5,Not Available,Paid,59938.25
Mercedes,GLC,2003,Truck,8,34.2,25.4,29.8,3,Dual-Clutch,Mercedes,Mercedes GLC Truck,105,Diesel,Silver,138256,Used,Rebuilt,Severe Collision,4,Available,Paid,13707.13
Subaru,Outback,2004,Wagon,3,32.8,26,29.4,3,Dual-Clutch,Subaru,Subaru Outback Wagon,591,Diesel,Silver,80559,Used,Salvage,Flood Damage,4,Not Available,Paid,67598.11
Mercedes,GLE,1997,Coupe,10,28.2,18.5,23.4,2,Automatic,Mercedes,Mercedes GLE Coupe,322,Diesel,Silver,5920,New,Clean,None,4,Available,Unpaid,22646.15
Honda,Civic,2019,Convertible,10,31.9,24.2,28,7,Manual,Honda,Honda Civic Convertible,203,Diesel,Silver,21537,Used,Salvage,Flood Damage,2,Not Available,Paid,70032.13
Mercedes,GLC,1995,Wagon,6,20.2,10.5,15.3,6,CVT,Mercedes,Mercedes GLC Wagon,452,Diesel,Silver,246100,Used,Rebuilt,Minor Scratches,3,Not Available,Unpaid,41169.1
BMW,X3,1995,SUV,6,22.8,17.5,20.1,5,Dual-Clutch,BMW,BMW X3 SUV,292,Diesel,Silver,56541,New,Rebuilt,Flood Damage,3,Not Available,Paid,23825.98
Nissan,Sentra,1996,Hatchback,6,37.1,28.3,32.7,3,Manual,Nissan,Nissan Sentra Hatchback,372,Diesel,Silver,38112,Used,Rebuilt,Minor Scratches,3,Not Available,Unpaid,74918.35
